Drug_ID,Target_ID,pair_id,Core5_Votes,Optional_Votes,Total_Votes_Optional7,Supporting_Models,graphdta_score,dtiam_score,drugban_score,deeppurpose_score,deepdtagan_score,moltrans_score,conplex_score,Drug_Name,Drug_Type,target_name,gene_name,uniprot_accession,organism,Predicted_Disease_TXGNN,Disease_Probability_TXGNN,Disease_Type_TXGNN
DB01933,BE0000048,DB01933|BE0000048,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8855,0.8661455512046814,0.99977964,5.7605,12.63086,,,7-Hydroxystaurosporine,small molecule,Prothrombin,F2,P00734,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000047,DB01933|BE0000047,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8999,0.0527996122837066,0.99995816,5.9613,12.79233,,,7-Hydroxystaurosporine,small molecule,Solute carrier family 12 member 5,SLC12A5,Q9H2X9,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000020,DB01933|BE0000020,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5243,0.1211159154772758,0.9785696,5.8018,12.69909,,,7-Hydroxystaurosporine,small molecule,D(1A) dopamine receptor,DRD1,P21728,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000016,DB01933|BE0000016,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7299,0.3707598149776459,0.9973959,5.846,12.9344,,,7-Hydroxystaurosporine,small molecule,Coagulation factor VIII,F8,P00451,Humans,diabetic retinopathy,0.9893,Standard
DB01897,BE0010884,DB01897|BE0010884,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.7194,0.0685493648052215,0.9924414,7.5791,12.20894,0.008181059,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,DNA polymerase subunit gamma-1,POLG,P54098,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0010014,DB01897|BE0010014,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5686,0.0907307341694831,0.99576074,7.4348,12.25609,0.010095151,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,VLA-4 (very late antigen-4),ITGA4,P13612,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0009488,DB01897|BE0009488,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.6613,0.2305663526058197,0.975583,7.5651,12.03504,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,MAP kinase-interacting serine/threonine-protein kinase 1,MKNK1,Q9BUB5,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0008995,DB01897|BE0008995,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.7498,0.2467824816703796,0.030315587,7.6111,12.67197,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Huntingtin,HTT,P42858,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0005795,DB01897|BE0005795,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5628,0.0129379499703645,0.99486154,7.4662,12.68717,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Alpha-ketoglutarate-dependent dioxygenase FTO,FTO,Q9C0B1,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0004566,DB01897|BE0004566,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.73,0.0384133830666542,0.9800678,7.464,12.25965,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,L-amino-acid oxidase,IL4I1,Q96RQ9,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0003639,DB01897|BE0003639,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.5583,0.6155349612236023,5.4170418e-05,7.4917,12.64621,0.003737607,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,ATP-binding cassette sub-family C member 5,ABCC5,O15440,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0003518,DB01897|BE0003518,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.7516,0.1284271031618118,0.99835014,7.7279,12.20729,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Toll-like receptor 8,TLR8,Q9NR97,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0002300,DB01897|BE0002300,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5631,0.7190172076225281,0.99559575,7.5753,12.35439,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Sphingomyelin phosphodiesterase 4,SMPD4,Q9NXE4,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0001153,DB01897|BE0001153,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.6647,0.0566260330379009,0.98163074,7.6054,12.22267,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Beta-hexosaminidase subunit beta,HEXB,P07686,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0001140,DB01897|BE0001140,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.8138,0.0666692182421684,0.99297076,7.7202,12.20172,0.05616107,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Ceruloplasmin,CP,P00450,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0000882,DB01897|BE0000882,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4724,0.0026682242751121,0.9992974,7.6108,12.70396,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Trifunctional purine biosynthetic protein adenosine-3,GART,P22102,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0000590,DB01897|BE0000590,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5686,0.0907307341694831,0.99576074,7.4348,12.25609,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Integrin alpha-4,ITGA4,P13612,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01897,BE0000058,DB01897|BE0000058,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.4713,0.039318211376667,0.9839663,7.4511,12.3594,,,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule,Matrix metalloproteinase-9,MMP9,P14780,Humans,epidermodysplasia verruciformis,1.0,Standard
DB01876,BE0009457,DB01876|BE0009457,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5321,0.1102714389562606,0.9999707,4.6323,12.61509,,,Bis(5-Amidino-2-Benzimidazolyl)Methanone,small molecule,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,Humans,primary release disorder of platelets,0.9985,Standard
DB01830,BE0009524,DB01830|BE0009524,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.712,0.0035556210204958,0.96758413,7.8921,12.61187,,,AP-22408,small molecule,Serine/threonine-protein kinase PLK4,PLK4,O00444,Humans,acute lymphoblastic leukemia (disease),0.9977,Standard
DB01741,BE0004951,DB01741|BE0004951,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5395,0.1408827602863311,0.9906012,4.9937,12.78826,,,CRA_17693,small molecule,DNA topoisomerase 2,TOP2A,P11388,Humans,primary release disorder of platelets,0.9985,Standard
DB01741,BE0000742,DB01741|BE0000742,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5395,0.1408827602863311,0.9906012,4.9937,12.78826,,,CRA_17693,small molecule,DNA topoisomerase 2-alpha,TOP2A,P11388,Humans,primary release disorder of platelets,0.9985,Standard
DB01741,BE0000262,DB01741|BE0000262,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5526,0.3560482859611511,0.9705831,5.0495,12.79008,,,CRA_17693,small molecule,Prostaglandin G/H synthase 2,PTGS2,P35354,Humans,primary release disorder of platelets,0.9985,Standard
DB01728,BE0000359,DB01728|BE0000359,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5126,0.717504620552063,0.99138826,7.7169,11.36009,0.049262017,,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",small molecule,ALK tyrosine kinase receptor,ALK,Q9UM73,Humans,non-syndromic esophageal malformation,0.869,Standard
DB01705,BE0004687,DB01705|BE0004687,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6497,0.8289234638214111,0.9839208,4.7997,12.6052,0.00071047765,,Bis(5-Amidino-Benzimidazolyl)Methane,small molecule,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS4,O75173,Humans,primary release disorder of platelets,0.9985,Standard
DB01705,BE0002432,DB01705|BE0002432,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5627,0.0364244766533374,0.99746406,4.9615,12.62307,,,Bis(5-Amidino-Benzimidazolyl)Methane,small molecule,Sphingosine 1-phosphate receptor 5,S1PR5,Q9H228,Humans,primary release disorder of platelets,0.9985,Standard
DB01548,BE0016313,DB01548|BE0016313,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.573,0.0011851852759718,0.9654786,8.2131,12.73436,,,Diprenorphine,small molecule,Dipeptidyl peptidase 9,DPP9,Q86TI2,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0010885,DB01548|BE0010885,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7955,0.001629629638046,0.9894553,8.4465,12.58996,,,Diprenorphine,small molecule,DNA polymerase subunit gamma-2,POLG2,Q9UHN1,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0009401,DB01548|BE0009401,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4765,0.001629629638046,0.994863,7.6574,12.60252,,,Diprenorphine,small molecule,Serine/threonine-protein kinase TNNI3K,TNNI3K,Q59H18,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0009400,DB01548|BE0009400,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4936,0.0011851852759718,0.99572575,9.0914,12.67201,,,Diprenorphine,small molecule,Non-receptor tyrosine-protein kinase TNK1,TNK1,Q13470,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0005824,DB01548|BE0005824,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5123,0.0026666666381061,0.99204224,8.2805,12.61946,,,Diprenorphine,small molecule,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,TAB1,Q15750,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0004759,DB01548|BE0004759,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7329,0.0008888888987712,0.9934529,8.242,12.68694,0.0008920192,,Diprenorphine,small molecule,LIM domain kinase 1,LIMK1,P53667,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0004728,DB01548|BE0004728,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4619,0.0018090582452714,0.99164385,8.2033,12.59671,,,Diprenorphine,small molecule,Sphingosine kinase 1,SPHK1,Q9NYA1,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0004155,DB01548|BE0004155,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5475,0.0008888888987712,0.9773892,8.1294,12.60029,,,Diprenorphine,small molecule,Met proto-oncogene variant,,Q59EB3,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0003793,DB01548|BE0003793,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6075,0.0020740751642733,0.9977642,8.304,12.59752,,,Diprenorphine,small molecule,Endothelin-converting enzyme 1,ECE1,P42892,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0003730,DB01548|BE0003730,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4802,0.0011851852759718,0.9981358,8.2893,12.79754,,,Diprenorphine,small molecule,A disintegrin and metalloproteinase with thrombospondin motifs 5,ADAMTS5,Q9UNA0,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0003518,DB01548|BE0003518,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5962,0.0019259259570389,0.9994803,8.3853,12.58068,,,Diprenorphine,small molecule,Toll-like receptor 8,TLR8,Q9NR97,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0003480,DB01548|BE0003480,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5559,0.0029629631899297,0.9997774,8.3185,12.70845,,,Diprenorphine,small molecule,Cytochrome P450 26A1,CYP26A1,O43174,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0002442,DB01548|BE0002442,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5707,0.0019259259570389,0.9711175,8.0399,12.61033,,,Diprenorphine,small molecule,Toll-like receptor 4,TLR4,O00206,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0002342,DB01548|BE0002342,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4852,0.001629629638046,0.9998888,8.4398,12.69629,,,Diprenorphine,small molecule,Metabotropic glutamate receptor 3,GRM3,Q14832,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0002179,DB01548|BE0002179,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5468,0.001333333319053,0.9907006,8.3392,12.6689,,,Diprenorphine,small molecule,Phospholipase D2,PLD2,O14939,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0001637,DB01548|BE0001637,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4735,0.0008888889569789,0.9999726,8.5474,12.60247,,,Diprenorphine,small molecule,Matrix metalloproteinase-16,MMP16,P51512,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0001057,DB01548|BE0001057,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5099,0.0029629631899297,0.9827708,8.0223,12.61719,0.0329673,,Diprenorphine,small molecule,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,P11166,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0000906,DB01548|BE0000906,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5486,0.0020740742329508,0.9759734,8.3466,12.61336,,,Diprenorphine,small molecule,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",PCK1,P35558,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0000827,DB01548|BE0000827,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6103,0.0008888888987712,0.96928173,8.2474,12.69151,,,Diprenorphine,small molecule,"Glutamate receptor ionotropic, kainate 4",GRIK4,Q16099,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0000706,DB01548|BE0000706,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5148,0.0042962967418134,0.969456,8.2541,12.61592,6.461013e-05,,Diprenorphine,small molecule,"High affinity 3',5'-cyclic-AMP phosphodiesterase 7A",PDE7A,Q13946,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0000702,DB01548|BE0000702,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.673,0.0008888888987712,0.99685305,8.0269,12.59443,,,Diprenorphine,small molecule,Acetyl-CoA carboxylase 2,ACACB,O00763,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0000668,DB01548|BE0000668,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,13.0297,0.0057778148911893,0.9779424,8.3265,12.77704,0.00036284197,,Diprenorphine,small molecule,Mineralocorticoid receptor,NR3C2,P08235,Humans,insomnia (disease),0.9515,Standard
DB01548,BE0000551,DB01548|BE0000551,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5399,0.0066667106002569,0.9897844,8.3018,12.62804,,,Diprenorphine,small molecule,NADH-ubiquinone oxidoreductase chain 4,MT-ND4,P03905,Humans,insomnia (disease),0.9515,Standard
DB01493,BE0000668,DB01493|BE0000668,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5018,0.4617943167686462,0.9879458,7.3909,11.5412,,,Ethylestrenol,small molecule,Mineralocorticoid receptor,NR3C2,P08235,Humans,congenital analbuminemia,0.9999,Cold-Start
DB01411,BE0009534,DB01411|BE0009534,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.7083,0.529124915599823,0.5374332,7.4082,12.73102,,,Pranlukast,small molecule,Proto-oncogene tyrosine-protein kinase ROS,ROS1,P08922,Humans,bronchitis,0.9969,Standard
DB01411,BE0009501,DB01411|BE0009501,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,13.0132,0.4447085261344909,0.0016943814,7.9987,12.67406,,,Pranlukast,small molecule,NT-3 growth factor receptor,NTRK3,Q16288,Humans,bronchitis,0.9969,Standard
DB01411,BE0009457,DB01411|BE0009457,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.6247,0.0423642545938491,0.99830496,7.3889,12.06951,0.4103783,,Pranlukast,small molecule,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,Humans,bronchitis,0.9969,Standard
DB01411,BE0009451,DB01411|BE0009451,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5451,0.7562068700790405,0.97293764,7.4176,12.43214,0.07426629,,Pranlukast,small molecule,Insulin receptor-related protein,INSRR,P14616,Humans,bronchitis,0.9969,Standard
DB01411,BE0009444,DB01411|BE0009444,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5711,0.0038522593677043,0.9970927,7.4868,12.68185,0.04709377,,Pranlukast,small molecule,Tyrosine-protein kinase Fes/Fps,FES,P07332,Humans,bronchitis,0.9969,Standard
DB01411,BE0004386,DB01411|BE0004386,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6892,0.0042963279411196,0.9721333,7.6272,12.69556,,,Pranlukast,small molecule,Mitogen-activated protein kinase kinase kinase 9,MAP3K9,P80192,Humans,bronchitis,0.9969,Standard
DB01411,BE0002300,DB01411|BE0002300,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5161,0.7278233170509338,0.9975604,7.2631,12.59639,,,Pranlukast,small molecule,Sphingomyelin phosphodiesterase 4,SMPD4,Q9NXE4,Humans,bronchitis,0.9969,Standard
DB01254,BE0000205,DB01254|BE0000205,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5688,0.8046249151229858,0.97003955,9.0495,11.69031,,,Dasatinib,,Platelet-derived growth factor receptor beta,PDGFRB,P09619,Humans,Ewing sarcoma,0.999,Standard
DB01199,BE0008668,DB01199|BE0008668,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.71,0.9924305081367492,0.9655185,4.7297,12.82512,,,Tubocurarine,small molecule,GABA(A) Receptor Benzodiazepine Binding Site,GABRA1,P14867,Humans,cauda equina syndrome,0.9831,Standard
DB01199,BE0005865,DB01199|BE0005865,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.9168,0.0566264502704143,0.99977785,5.0815,12.8302,0.06610906,,Tubocurarine,small molecule,Orexin receptor type 2,HCRTR2,O43614,Humans,cauda equina syndrome,0.9831,Standard
DB01199,BE0004797,DB01199|BE0004797,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.71,0.9924305081367492,0.9655185,4.7297,12.82512,0.081287846,,Tubocurarine,small molecule,GABA(A) Receptor,GABRA1,P14867,Humans,cauda equina syndrome,0.9831,Standard
DB01199,BE0003592,DB01199|BE0003592,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8421,0.5295801162719727,0.96611315,4.7177,12.84896,,,Tubocurarine,small molecule,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,P18507,Humans,cauda equina syndrome,0.9831,Standard
DB01199,BE0000795,DB01199|BE0000795,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.71,0.9924305081367492,0.9655185,4.7297,12.82512,,,Tubocurarine,small molecule,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,P14867,Humans,cauda equina syndrome,0.9831,Standard
DB01051,BE0012352,DB01051|BE0012352,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6327,0.0496758855879306,0.9984372,6.6907,12.76811,,,Novobiocin,small molecule,Poly [ADP-ribose] polymerase tankyrase-1,TNKS,O95271,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0011713,DB01051|BE0011713,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.6321,0.0410844534635543,0.021890242,7.6206,12.83176,,,Novobiocin,small molecule,Krueppel-like factor 4,KLF4,O43474,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0010885,DB01051|BE0010885,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5672,0.0037049339152872,0.97406965,7.6415,12.77839,,,Novobiocin,small molecule,DNA polymerase subunit gamma-2,POLG2,Q9UHN1,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0009538,DB01051|BE0009538,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5021,0.0069238618016242,0.9658859,7.6259,12.61697,,,Novobiocin,small molecule,Serine/threonine-protein kinase SIK2,SIK2,Q9H0K1,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0009463,DB01051|BE0009463,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5252,0.0035555944778025,0.99951637,7.8798,12.88987,,,Novobiocin,small molecule,Mitogen-activated protein kinase kinase kinase 11,MAP3K11,Q16584,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0009413,DB01051|BE0009413,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7075,0.0005925926379859,0.97726893,8.1752,12.77473,,,Novobiocin,small molecule,Tyrosine-protein kinase Blk,BLK,P51451,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0009101,DB01051|BE0009101,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.5894,0.1116953194141388,0.19006185,7.4582,12.81206,,,Novobiocin,small molecule,Heterochromatin protein 1-binding protein 3,HP1BP3,Q5SSJ5,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0009091,DB01051|BE0009091,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5125,0.0047465385869145,0.96958333,7.411,13.00145,0.03356789,,Novobiocin,small molecule,KAT8 regulatory NSL complex subunit 3,KANSL3,Q9P2N6,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0008685,DB01051|BE0008685,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5074,0.0019259259570389,0.97667515,7.4052,12.73915,,,Novobiocin,small molecule,Natural resistance-associated macrophage protein 2,SLC11A2,P49281,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0004741,DB01051|BE0004741,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5287,0.0022222222760319,0.9992029,8.2052,12.91603,,,Novobiocin,small molecule,Discoidin domain-containing receptor 2,DDR2,Q16832,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0004592,DB01051|BE0004592,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5479,0.003259259276092,0.9907128,7.6122,12.82196,9.948766e-06,,Novobiocin,small molecule,Sialoadhesin,SIGLEC1,Q9BZZ2,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0004572,DB01051|BE0004572,4,0,4,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.2054,0.2221404314041137,0.9744854,7.4778,12.67214,,,Novobiocin,small molecule,Transitional endoplasmic reticulum ATPase,VCP,P55072,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0003888,DB01051|BE0003888,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.6882,0.0527888983488082,0.79551125,7.4504,12.77676,,,Novobiocin,small molecule,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,O14983,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0003793,DB01051|BE0003793,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6164,0.0023705309722572,0.99984515,7.5147,12.66362,,,Novobiocin,small molecule,Endothelin-converting enzyme 1,ECE1,P42892,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0003582,DB01051|BE0003582,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4966,0.0031111112330108,0.9998418,7.4939,12.79412,,,Novobiocin,small molecule,Potassium channel subfamily K member 3,KCNK3,O14649,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0003523,DB01051|BE0003523,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.629,0.063241071999073,0.18787089,7.5568,12.881,4.8950915e-05,,Novobiocin,small molecule,Histone deacetylase 4,HDAC4,P56524,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0003518,DB01051|BE0003518,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5852,0.002814816776663,0.99931884,7.6041,12.76857,,,Novobiocin,small molecule,Toll-like receptor 8,TLR8,Q9NR97,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0003480,DB01051|BE0003480,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4929,0.0050370371900498,0.9999745,7.6681,12.84178,,,Novobiocin,small molecule,Cytochrome P450 26A1,CYP26A1,O43174,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0003346,DB01051|BE0003346,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.5387,0.1653417497873306,0.61778194,7.6234,12.85219,,,Novobiocin,small molecule,Calpain-1 catalytic subunit,CAPN1,P07384,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0002217,DB01051|BE0002217,4,0,4,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.257,0.3382106721401214,0.9916401,7.6878,12.80638,,,Novobiocin,small molecule,Egl nine homolog 1,EGLN1,Q9GZT9,Humans,hemoglobinopathy,0.998,Standard
DB01051,BE0002115,DB01051|BE0002115,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5103,0.0038519117515534,0.99102986,7.5603,12.76916,,,Novobiocin,small molecule,Cytokine receptor common subunit beta,CSF2RB,P32927,Humans,hemoglobinopathy,0.998,Standard
